experiment,calibrator,position,operating_point,threshold,auc,pr_auc,brier,log_loss,ece_fixed,ece_adaptive,calibration_slope,calibration_intercept,sensitivity,specificity,tn,fp,fn,tp
stretch_nhe,raw,post_ensemble,B_calibrated_oof_threshold,0.8309692740440369,0.9669184455391353,0.9470995699313709,0.1489190337515574,0.6565665807372018,0.18356098408790777,0.18487368846572794,0.6317426372536592,-2.7460556503165456,0.9901477832512315,0.7644444444444445,172,53,2,201
stretch_nhe,raw,post_ensemble,C_calibrated_half,0.5,0.9669184455391353,0.9470995699313709,0.1489190337515574,0.6565665807372018,0.18356098408790777,0.18487368846572794,0.6317426372536592,-2.7460556503165456,0.9950738916256158,0.6577777777777778,148,77,1,202
stretch_nhe,raw,pre_ensemble,A_raw_oof_threshold,0.8309692740440369,0.9669184455391353,0.9470995699313709,0.1489190337515574,0.6565665807372018,0.18356098408790777,0.18487368846572794,0.6317426372536592,-2.7460556503165456,0.9901477832512315,0.7644444444444445,172,53,2,201
stretch_nhe,raw,pre_ensemble,B_calibrated_oof_threshold,0.8309692740440369,0.9669184455391353,0.9470995699313709,0.1489190337515574,0.6565665807372018,0.18356098408790777,0.18487368846572794,0.6317426372536592,-2.7460556503165456,0.9901477832512315,0.7644444444444445,172,53,2,201
stretch_nhe,raw,pre_ensemble,C_calibrated_half,0.5,0.9669184455391353,0.9470995699313709,0.1489190337515574,0.6565665807372018,0.18356098408790777,0.18487368846572794,0.6317426372536592,-2.7460556503165456,0.9950738916256158,0.6577777777777778,148,77,1,202
stretch_nhe,temperature,post_ensemble,A_raw_oof_threshold,0.8309692740440369,0.9669184455391353,0.9470995699313709,0.1443444301853664,0.5764546748083926,0.18383615416292165,0.1839281596359015,0.7518833368161464,-2.746010571149259,0.9852216748768473,0.7955555555555556,179,46,3,200
stretch_nhe,temperature,post_ensemble,B_calibrated_oof_threshold,0.7978533162454166,0.9669184455391353,0.9470995699313709,0.1443444301853664,0.5764546748083926,0.18383615416292165,0.1839281596359015,0.7518833368161464,-2.746010571149259,0.9901477832512315,0.7644444444444445,172,53,2,201
stretch_nhe,temperature,post_ensemble,C_calibrated_half,0.5,0.9669184455391353,0.9470995699313709,0.1443444301853664,0.5764546748083926,0.18383615416292165,0.1839281596359015,0.7518833368161464,-2.746010571149259,0.9950738916256158,0.6577777777777778,148,77,1,202
stretch_nhe,temperature,pre_ensemble,A_raw_oof_threshold,0.8309692740440369,0.9675314723590586,0.9502467812191375,0.14648335226853518,0.5983226324797405,0.18420235901288565,0.18425078455990662,0.7268600498745146,-2.8144393010515563,0.9901477832512315,0.7822222222222223,176,49,2,201
stretch_nhe,temperature,pre_ensemble,B_calibrated_oof_threshold,0.7978533162454166,0.9675314723590586,0.9502467812191375,0.14648335226853518,0.5983226324797405,0.18420235901288565,0.18425078455990662,0.7268600498745146,-2.8144393010515563,0.9950738916256158,0.76,171,54,1,202
