epoch,train_loss,specificity,sensitivity,hsas_97,threshold,tn,fp,fn,tp,nll,brier,auc,pr_auc,learning_rate,selected,selection_reason
1,0.18100987398753218,0.9713114754098361,0.9714285714285714,0.9368789065881837,0.20129257440567017,237,7,14,476,0.13523423212971153,0.034729129891350415,0.9946888591502174,0.9971453522484168,0.0001,True,first
2,0.10793503407491785,0.9713114754098361,0.9714285714285714,0.938830514224892,0.0675504133105278,237,7,14,476,0.1993370379141646,0.053597854834770614,0.995123787219806,0.9973300806614165,0.0001,False,all_tied_keep_earlier
3,0.09087527370145197,0.9795081967213115,0.9714285714285714,0.9419385741400836,0.5867249742150307,239,5,14,476,0.06693869296384893,0.01794907584695603,0.996796587487454,0.9983320526198808,0.0001,True,higher_specificity
4,0.0892649810226793,0.9713114754098361,0.9714285714285714,0.9466375929857529,0.43715742230415344,237,7,14,476,0.08273817195985357,0.02436840099721389,0.9968969555035129,0.9984037860344342,0.0001,False,lower_specificity
5,0.07576377178449518,0.9754098360655737,0.9714285714285714,0.9532451132352999,0.29771244525909424,238,6,14,476,0.10661893297099342,0.032213469503873986,0.9972900635664101,0.9986155784876529,0.0001,True,specificity_tie_higher_hsas
6,0.058698985889209666,0.9795081967213115,0.9714285714285714,0.9566460834908456,0.3503061830997467,239,5,14,476,0.0860375953132417,0.024257941209346,0.9981264637002341,0.999085242591482,0.0001,True,specificity_tie_higher_hsas
7,0.05548449451280456,0.9877049180327869,0.9714285714285714,0.9705586791903081,0.5369626879692078,241,3,14,476,0.062142960120622565,0.017693615656019464,0.9987370357979257,0.9993668432224343,0.0001,True,higher_specificity
8,0.06010796001442627,0.9877049180327869,0.9714285714285714,0.9736219738842259,0.6212203502655029,241,3,14,476,0.050213236932344314,0.013827608451713231,0.9985446637671462,0.9992753228966834,0.0001,True,specificity_tie_higher_hsas
9,0.054534809026011294,0.9713114754098361,0.9714285714285714,0.9621109781967169,0.06047515571117401,237,7,14,476,0.16172086451464765,0.04222821887525852,0.997984275677484,0.9989739606366443,0.0001,False,lower_specificity
10,0.04775555685323541,0.9836065573770492,0.9714285714285714,0.9652739275573581,0.027764324098825455,240,4,14,476,0.2161083842866329,0.056044194742403436,0.9985279357644697,0.9992601389391199,3e-05,False,specificity_tie_lower_hsas
11,0.03927294501262222,0.9918032786885246,0.9714285714285714,0.9730525947677923,0.3880171775817871,242,2,14,476,0.07110699154610416,0.021143045697547203,0.9989294078287052,0.9994649909371777,3e-05,False,all_tied_keep_earlier
12,0.03256988737347568,0.9959016393442623,0.9714285714285714,0.9766644817825489,0.504481315612793,243,1,14,476,0.059928962974525136,0.017051100680714998,0.9991217798594847,0.9995658151415961,3e-05,True,higher_specificity
13,0.023588722700835625,0.9918032786885246,0.9714285714285714,0.9768164879720044,0.4330565333366394,242,2,14,476,0.06965893995729926,0.020018853604707003,0.9990297758447642,0.9995138094067055,3e-05,False,all_tied_keep_earlier
14,0.02402796428963667,0.9877049180327869,0.9714285714285714,0.9728574493854713,0.3319854140281677,241,3,14,476,0.0708462936634889,0.019913965188665853,0.9988457678153229,0.9994207496042744,3e-05,False,lower_specificity
15,0.023533512705921376,0.9918032786885246,0.9714285714285714,0.973262918246368,0.31463027000427246,242,2,14,476,0.07713859293822078,0.02172228739078772,0.9989126798260288,0.9994591545286368,9e-06,False,specificity_tie_lower_hsas
