epoch,train_loss,specificity,sensitivity,hsas_97,threshold,tn,fp,fn,tp,nll,brier,auc,pr_auc,learning_rate,selected,selection_reason
1,0.17617457585098842,0.9467213114754098,0.9714285714285714,0.8451644497014479,0.02380194701254368,231,13,14,476,0.2583812697918713,0.06601345473283435,0.9929240548678487,0.9967362359644738,0.0001,True,first
2,0.09839539694120035,0.9836065573770492,0.9714285714285714,0.9123725160768065,0.1124320849776268,240,4,14,476,0.16342546106702804,0.04349305481389399,0.9961191033790565,0.9981349957137593,0.0001,True,higher_specificity
3,0.08110002739439634,0.9836065573770492,0.9714285714285714,0.9424834200035772,0.10531692951917648,240,4,14,476,0.13915357727109726,0.037515226742137274,0.9970976915356307,0.9985339495401179,0.0001,True,specificity_tie_higher_hsas
4,0.06766904870252774,0.9713114754098361,0.9714285714285714,0.9250303781658664,0.05675463750958443,237,7,14,476,0.20667898114393923,0.05788049936318752,0.9972398795583808,0.9986762243519656,0.0001,False,lower_specificity
5,0.07237304656970964,0.9795081967213115,0.9714285714285714,0.9538575326644937,0.1107044517993927,239,5,14,476,0.13735005175904613,0.03988165073186706,0.9976664436266309,0.998862901607419,0.0001,True,specificity_tie_higher_hsas
6,0.06715635978969547,0.9918032786885246,0.9714285714285714,0.9371572211262398,0.042532358318567276,242,2,14,476,0.20908749634838705,0.0563647573651623,0.9965205754432922,0.9982752794769414,0.0001,True,higher_specificity
7,0.06377040095641419,0.9918032786885246,0.9714285714285714,0.9597413274456457,0.10914397239685059,242,2,14,476,0.17315773354744363,0.05207935303526843,0.9981180996988959,0.9990665682667836,0.0001,True,specificity_tie_higher_hsas
8,0.05625750351905343,0.9918032786885246,0.9714285714285714,0.9346476000919365,0.3106241822242737,242,2,14,476,0.10352568837057347,0.03045083476814037,0.9969304115088657,0.9985427095266516,0.0001,False,specificity_tie_lower_hsas
9,0.05855468321224731,0.9918032786885246,0.9714285714285714,0.9575101857495749,0.6975463628768921,242,2,14,476,0.05412183262723191,0.01517211625306608,0.9983439277350283,0.9992082635655242,0.0001,False,specificity_tie_lower_hsas
10,0.042677373891682226,0.9918032786885246,0.9714285714285714,0.9473329947971484,0.2887282371520996,242,2,14,476,0.08646174185319884,0.023343540843063962,0.9976162596186016,0.9989304453095773,0.0001,False,specificity_tie_lower_hsas
11,0.042586456768207645,0.9959016393442623,0.9714285714285714,0.9680194930043422,0.8059639930725098,243,1,14,476,0.04294431228505063,0.009839094961901522,0.998327199732352,0.9992647292179124,0.0001,True,specificity_tie_higher_hsas
12,0.04078968407085278,0.9918032786885246,0.9714285714285714,0.9734013284212625,0.15988662838935852,242,2,14,476,0.10034228514250308,0.029021485251235973,0.9985613917698226,0.9993113141034083,0.0001,True,specificity_tie_higher_hsas
13,0.04076210238043021,0.9836065573770492,0.9714285714285714,0.9601152755261191,0.30276358127593994,240,4,14,476,0.08292178202228612,0.023031767251544436,0.9983690197390431,0.9992152649874054,0.0001,False,lower_specificity
14,0.039431471113030886,0.9959016393442623,0.9714285714285714,0.972620757878657,0.6868687272071838,243,1,14,476,0.04979290397463194,0.012709409650130786,0.9984777517564403,0.9992607866718497,0.0001,True,specificity_hsas_tie_lower_nll
15,0.04430435736360254,0.9959016393442623,0.9714285714285714,0.9635605056157307,0.14932216703891754,243,1,14,476,0.12006666062948493,0.03249637435967396,0.9984861157577785,0.9992556133239722,3e-05,False,specificity_tie_lower_hsas
