epoch,train_loss,specificity,sensitivity,threshold,tn,fp,fn,tp,nll,brier,auc,pr_auc,partial_auc_sens97
0,,0.9917695473251029,0.9715447154471545,0.3152184784412384,241,2,14,478,0.08728560416582759,0.021693760521034937,0.9980343939241861,0.9990703292736262,0.9479922185113967
1,0.019446859012434755,0.9958847736625515,0.9715447154471545,0.14953453838825226,242,1,14,478,0.1340740662209203,0.029079280208121876,0.9977249155207601,0.9989436052433054,0.9300096306748191
2,0.01287307482453098,0.9917695473251029,0.9715447154471545,0.20891019701957703,241,2,14,478,0.12339766990154827,0.026894711910796558,0.9977500083642812,0.9989490570514141,0.9370284159273129
3,0.010149004266389748,0.9958847736625515,0.9715447154471545,0.11265843361616135,242,1,14,478,0.1592145848573676,0.03307365059847506,0.9974739870855498,0.9988378878335136,0.9207709019238952
