epoch,train_loss,specificity,sensitivity,threshold,tn,fp,fn,tp,nll,brier,auc,pr_auc,partial_auc_sens97
0,,0.9918032786885246,0.9714285714285714,0.7661260366439819,242,2,14,476,0.036057260200892886,0.009753094143996463,0.999130143860823,0.9995845498344419,0.9803227075954347
1,0.026931122696348182,0.9959016393442623,0.9714285714285714,0.2857773154973984,243,1,14,476,0.07414730595188167,0.02088041823364861,0.9992806958849113,0.999650245874285,0.981243526217071
2,0.01465692213704725,0.9959016393442623,0.9714285714285714,0.4494951367378235,243,1,14,476,0.058673582168574115,0.016710655988381496,0.9993476078956173,0.9996824585120613,0.9834831051762267
3,0.01333966750275012,0.9959016393442623,0.9714285714285714,0.5105876326560974,243,1,14,476,0.06283907847126773,0.017491121832976173,0.9991385078621613,0.9995782227573211,0.97928389462781
