experiment,unit,n_groups,threshold,specificity_at_sens97,hsas_97,auc,pr_auc,nll,brier
deit_small,filename_group,3669,0.10603688657283783,0.985233798195242,0.9101235449484177,0.9962786492775946,0.9982614696601533,0.1347975718766403,0.02945737259218898
