epoch,train_loss,specificity,sensitivity,hsas_97,threshold,tn,fp,fn,tp,nll,brier,auc,pr_auc,learning_rate,selected,selection_reason
1,0.27452617904019433,0.9508196721311475,0.9713114754098361,0.8591124622144588,0.0007805321947671473,232,12,14,474,0.47454736167678585,0.09400853068530798,0.9944319403386187,0.9974661202168293,5e-05,True,first
2,0.1826311918349767,0.9836065573770492,0.9713114754098361,0.9446943892163304,0.8198572993278503,240,4,14,474,0.06893380720412341,0.019012393141512228,0.997472117710293,0.9987334267853709,4.898732434036244e-05,True,higher_specificity
3,0.12027352261055181,0.9918032786885246,0.9713114754098361,0.9366543059209848,0.008147893473505974,242,2,14,474,0.28407113527853584,0.06803181194554452,0.9975477022305832,0.9988443452376823,4.6031338320779534e-05,True,higher_specificity
4,0.10841771253474641,0.9836065573770492,0.9713114754098361,0.9525327250773322,0.23345763981342316,240,4,14,474,0.08207830292953285,0.02388553718720535,0.9981607766729373,0.9991003985758812,4.137151834863213e-05,False,lower_specificity
5,0.09103010758605898,0.9795081967213115,0.9713114754098361,0.9171125762875715,0.0015149768441915512,239,5,14,474,0.3634263662970444,0.07213661779253695,0.996968220908358,0.9985841236613956,3.5385375325047166e-05,False,lower_specificity
6,0.07908084786174513,0.9918032786885246,0.9713114754098361,0.9495316818451293,0.004874209873378277,242,2,14,474,0.29855301613506113,0.0637715963658934,0.9979928110722923,0.9990472473884991,2.8557870956832132e-05,True,specificity_tie_higher_hsas
7,0.06509641631565079,0.9795081967213115,0.9713114754098361,0.9578123743398654,0.8051642179489136,239,5,14,474,0.08417125732577871,0.01901477961274253,0.9980599973125504,0.9990406374738532,2.1442129043167874e-05,False,lower_specificity
8,0.04909007217326526,0.9877049180327869,0.9713114754098361,0.9692284231523595,0.8457026183605194,241,3,14,474,0.05882981189994831,0.014078497877087226,0.9985638941144853,0.9992874651764798,1.4614624674952842e-05,True,specificity_tie_higher_hsas
9,0.0397120087837272,0.9959016393442623,0.9713114754098361,0.964407797314743,0.7914465665817261,243,1,14,474,0.07586206646302351,0.016727007539027425,0.9983707336737436,0.9991956443192231,8.628481651367876e-06,True,higher_specificity
10,0.030668104443970823,0.9918032786885246,0.9713114754098361,0.9561676541388608,0.17376607656478882,242,2,14,474,0.12111314129699377,0.022864414627444717,0.9980683955925826,0.9990556545698615,3.968661679220468e-06,False,specificity_tie_lower_hsas
11,0.01875442434358043,0.9959016393442623,0.9713114754098361,0.9567093667586181,0.45937639474868774,243,1,14,474,0.10808686766409661,0.020940707424458863,0.9982615560333243,0.9991621333667373,1.0126756596375686e-06,False,specificity_tie_lower_hsas
12,0.0198682637027614,0.9959016393442623,0.9713114754098361,0.9571292666216361,0.45717084407806396,243,1,14,474,0.11008665466617298,0.021198349222900054,0.9982867508734211,0.9991761200117641,0.0,False,specificity_tie_lower_hsas
